neighbourhood group,neighbourhood,lat,long,price
Brooklyn,Crown Heights,40.67541,-73.95221,$885 
Manhattan,Nolita,40.72204,-73.99705,$577 
Brooklyn,Bushwick,40.69983,-73.92981,$951 
Brooklyn,Boerum Hill,40.68475,-73.97986,"$1,200 "
Manhattan,Chinatown,40.71534,-73.99918,$788 
Manhattan,East Village,40.72891,-73.98868,$464 
Manhattan,Midtown,40.76505,-73.97857,$706 
Manhattan,Morningside Heights,40.81231,-73.95858,$900 
Manhattan,Harlem,40.80697,-73.945,$69 
Queens,Ridgewood,40.70925,-73.91124,$978 
Manhattan,Inwood,40.86541,-73.92106,$427 
Brooklyn,Flatbush,40.64028,-73.96095,$123 
Queens,Ridgewood,40.69901,-73.90168,"$1,013 "
Queens,Long Island City,40.75253,-73.9315,$893 
Brooklyn,Bedford-Stuyvesant,40.69385,-73.94413,$456 
Manhattan,Midtown,40.75735,-73.96438,$231 
Manhattan,Chelsea,40.74615,-73.99182,$405 
Queens,Rockaway Beach,40.58664,-73.81295,$635 
Brooklyn,East New York,40.67257,-73.89082,"$1,016 "
Staten Island,South Beach,40.59385,-74.08825,$155 
Manhattan,Upper West Side,40.79501,-73.97132,$357 
Manhattan,West Village,40.73537,-74.00209,$718 
Manhattan,Upper East Side,40.77972,-73.94543,$58 
Manhattan,Financial District,40.70402,-74.00776,$661 
Queens,Forest Hills,40.72,-73.85411,$899 
Manhattan,Hell's Kitchen,40.75611,-73.99387,$418 
Brooklyn,Park Slope,40.66821,-73.98253,$67 
Brooklyn,Flatbush,40.64189,-73.96066,$885 
Brooklyn,Crown Heights,40.67154,-73.96221,$406 
Brooklyn,Greenpoint,40.72948,-73.94918,$685 
Brooklyn,Bedford-Stuyvesant,40.67854,-73.92321,$518 
Brooklyn,Crown Heights,40.67564,-73.95497,$111 
Manhattan,Washington Heights,40.83503,-73.94166,$464 
Brooklyn,Bedford-Stuyvesant,40.68381,-73.94346,$827 
Brooklyn,Williamsburg,40.7122,-73.96619,"$1,128 "
Brooklyn,Prospect-Lefferts Gardens,40.65651,-73.95322,$460 
Brooklyn,Windsor Terrace,40.65828,-73.98451,$975 
Brooklyn,Williamsburg,40.71865,-73.96392,$880 
Brooklyn,Bushwick,40.68312,-73.9086,$572 
Bronx,Kingsbridge,40.86932,-73.90057,$896 
Brooklyn,Bedford-Stuyvesant,40.68624,-73.95528,$467 
Brooklyn,Flatbush,40.64018,-73.96152,$456 
Manhattan,Hell's Kitchen,40.76793,-73.98561,$257 
Brooklyn,Vinegar Hill,40.70156,-73.98199,$764 
Manhattan,Harlem,40.8153,-73.93741,$978 
Manhattan,Washington Heights,40.84606,-73.93325,$388 
Brooklyn,Williamsburg,40.71449,-73.96311,$826 
Manhattan,Hell's Kitchen,40.76021,-73.99969,"$1,183 "
Manhattan,Harlem,40.81949,-73.94621,$172 
Manhattan,Upper East Side,40.77334,-73.94848,$818 
Queens,Sunnyside,40.74211,-73.91646,$624 
Bronx,Parkchester,40.83112,-73.87319,$197 
Brooklyn,Bedford-Stuyvesant,40.68789,-73.9575,$400 
Manhattan,Inwood,40.8604,-73.92716,$775 
Brooklyn,Bushwick,40.70708,-73.92343,$733 
Bronx,Fieldston,40.88985,-73.90747,$660 
Brooklyn,Bushwick,40.69251,-73.92478,$299 
Manhattan,Murray Hill,40.7481,-73.97417,"$1,006 "
Manhattan,Washington Heights,40.83849,-73.93809,$241 
Brooklyn,Williamsburg,40.72022,-73.95727,$119 
Manhattan,Hell's Kitchen,40.76495,-73.98964,$963 
Manhattan,Theater District,40.75863,-73.98812,"$1,064 "
Manhattan,Upper West Side,40.77718,-73.98023,$680 
Manhattan,Harlem,40.80171,-73.95871,$358 
Brooklyn,Cypress Hills,40.67825,-73.89416,$323 
Manhattan,Washington Heights,40.8419,-73.93866,$107 
Manhattan,Upper East Side,40.7608,-73.96032,$261 
Brooklyn,Bedford-Stuyvesant,40.69287,-73.94334,"$1,056 "
Brooklyn,Williamsburg,40.71279,-73.94443,$169 
Manhattan,Upper East Side,40.77979,-73.95379,$586 
Brooklyn,Bedford-Stuyvesant,40.68381,-73.91776,$592 
Manhattan,Upper East Side,40.77883,-73.95205,$909 
Brooklyn,Windsor Terrace,40.65949,-73.98422,"$1,056 "
Manhattan,Harlem,40.80167,-73.95781,$703 
Brooklyn,Borough Park,40.6371,-73.99834,$240 
Brooklyn,Bushwick,40.69296,-73.92092,$159 
Manhattan,East Harlem,40.79757,-73.94006,"$1,105 "
Queens,Astoria,40.7609,-73.92516,$720 
Brooklyn,Bushwick,40.68918,-73.91217,$799 
Manhattan,Upper East Side,40.76404,-73.96628,$319 
Brooklyn,Canarsie,40.63241,-73.89367,$535 
Brooklyn,Park Slope,40.67124,-73.98625,$573 
Brooklyn,Bushwick,40.69141,-73.92092,$875 
Manhattan,Harlem,40.81041,-73.94337,$218 
Brooklyn,Williamsburg,40.7119,-73.94431,$324 
Brooklyn,Bushwick,40.69096,-73.91055,"$1,101 "
Manhattan,Harlem,40.82316,-73.94478,"$1,026 "
Manhattan,Civic Center,40.71391,-74.00624,$163 
Brooklyn,Williamsburg,40.71156,-73.95454,$235 
Manhattan,Upper West Side,40.79799,-73.96161,$917 
Brooklyn,Greenpoint,40.73515,-73.95645,$310 
Manhattan,Upper East Side,40.76744,-73.95901,$764 
Brooklyn,Bedford-Stuyvesant,40.69402,-73.94529,$263 
Brooklyn,Greenpoint,40.72151,-73.94141,$715 
Queens,Astoria,40.76802,-73.91815,$454 
Queens,St. Albans,40.68692,-73.76832,"$1,013 "
Manhattan,Harlem,40.81205,-73.95273,$781 
Queens,Astoria,40.76326,-73.92569,$865 
Brooklyn,Prospect Heights,40.67758,-73.97123,$105 
Queens,Rosedale,40.65378,-73.72582,$484 
Manhattan,Gramercy,40.7363,-73.98338,$272 
Manhattan,Upper East Side,40.77357,-73.95149,$449 
Manhattan,East Harlem,40.79853,-73.94143,$765 
Queens,Elmhurst,40.74647,-73.88258,$888 
Brooklyn,Bedford-Stuyvesant,40.68664,-73.93849,"$1,122 "
Queens,Forest Hills,40.73602,-73.85619,$183 
Bronx,Eastchester,40.88207,-73.83538,"$1,152 "
Manhattan,Hell's Kitchen,40.76748,-73.98609,$169 
Bronx,Bronxdale,40.85499,-73.86728,$445 
Brooklyn,East Flatbush,40.63948,-73.95008,$763 
Brooklyn,Crown Heights,40.67059,-73.94798,$359 
Brooklyn,Bushwick,40.69078,-73.92167,$655 
Brooklyn,South Slope,40.66211,-73.98594,$503 
Brooklyn,East Flatbush,40.64004,-73.94933,$178 
Manhattan,Upper East Side,40.77395,-73.95248,$80 
Brooklyn,Williamsburg,40.7065,-73.95568,$901 
Manhattan,Civic Center,40.71342,-73.99929,"$1,124 "
Queens,Ozone Park,40.67238,-73.83909,"$1,092 "
Brooklyn,Sunset Park,40.66005,-73.99204,$240 
Manhattan,Hell's Kitchen,40.76408,-73.98996,$215 
Manhattan,Upper West Side,40.77794,-73.9763,$550 
Brooklyn,Sunset Park,40.64925,-74.01147,$371 
Brooklyn,Crown Heights,40.66692,-73.95205,$801 
Brooklyn,DUMBO,40.70426,-73.98633,$227 
Manhattan,Midtown,40.75233,-73.97137,$562 
Queens,Astoria,40.75692,-73.9293,$670 
Queens,Elmhurst,40.74596,-73.87762,$255 
Brooklyn,Bushwick,40.7005,-73.9144,$839 
Manhattan,Chelsea,40.74063,-73.99843,$590 
Manhattan,Harlem,40.82986,-73.93965,$909 
Brooklyn,Williamsburg,40.71933,-73.95993,$337 
Queens,Ozone Park,40.68285,-73.85248,$344 
Brooklyn,Williamsburg,40.70661,-73.93584,"$1,178 "
Queens,Long Island City,40.76117,-73.92847,$427 
Manhattan,East Village,40.72693,-73.98385,$674 
Brooklyn,Crown Heights,40.67667,-73.9175,"$1,082 "
Queens,Woodhaven,40.69626,-73.8488,$266 
Manhattan,Midtown,40.76485,-73.98121,$151 
Manhattan,Upper West Side,40.78074,-73.97849,$102 
Manhattan,Midtown,40.75034,-73.9878,"$1,199 "
Brooklyn,Greenpoint,40.73379,-73.95461,$375 
Brooklyn,Bedford-Stuyvesant,40.6892,-73.9506,$395 
Manhattan,Nolita,40.72332,-73.99466,"$1,024 "
Manhattan,Harlem,40.81438,-73.95183,$745 
Manhattan,Harlem,40.83043,-73.94672,$573 
Brooklyn,Bedford-Stuyvesant,40.69467,-73.94833,$629 
Manhattan,Upper West Side,40.78766,-73.97414,$153 
Manhattan,Upper West Side,40.77201,-73.97994,$216 
Brooklyn,Williamsburg,40.70719,-73.95927,"$1,094 "
Brooklyn,Kensington,40.64552,-73.97824,$495 
Brooklyn,Gowanus,40.67127,-73.99006,$964 
Manhattan,Harlem,40.80555,-73.95706,$222 
Manhattan,East Harlem,40.79639,-73.9347,$202 
Queens,Corona,40.73702,-73.857,$338 
Manhattan,Civic Center,40.71727,-74.00335,$508 
Brooklyn,Bedford-Stuyvesant,40.69377,-73.9307,"$1,192 "
Queens,Jamaica,40.6871,-73.77887,$697 
Brooklyn,Bedford-Stuyvesant,40.68474,-73.93833,$858 
Queens,Sunnyside,40.73912,-73.92075,$990 
Queens,Sunnyside,40.73908,-73.9203,$386 
Queens,Sunnyside,40.7385,-73.91993,$124 
Queens,Sunnyside,40.74651,-73.92283,$755 
Queens,St. Albans,40.68511,-73.76884,$314 
Manhattan,Hell's Kitchen,40.75842,-73.99276,$995 
Brooklyn,Bedford-Stuyvesant,40.68201,-73.95553,"$1,019 "
Manhattan,East Village,40.73213,-73.98517,$675 
Brooklyn,South Slope,40.66752,-73.9849,$299 
Manhattan,Midtown,40.74296,-73.98691,$749 
Manhattan,Murray Hill,40.74404,-73.97217,"$1,041 "
Brooklyn,Bedford-Stuyvesant,40.69085,-73.95578,$359 
Manhattan,East Village,40.73193,-73.99126,$479 
Manhattan,East Harlem,40.79577,-73.9362,$90 
Manhattan,East Village,40.72522,-73.9873,$934 
Queens,Edgemere,40.59324,-73.77288,$596 
Queens,Edgemere,40.59304,-73.77339,$293 
Queens,Edgemere,40.59517,-73.77236,$505 
Brooklyn,East New York,40.66136,-73.8678,$404 
Brooklyn,Flatbush,40.64837,-73.9618,$92 
Manhattan,Chinatown,40.71676,-73.99369,$493 
Manhattan,Chelsea,40.74481,-73.99264,"$1,167 "
Brooklyn,Bushwick,40.70015,-73.92507,$653 
Brooklyn,Bedford-Stuyvesant,40.68785,-73.95046,"$1,157 "
Manhattan,Murray Hill,40.74653,-73.9739,$210 
Manhattan,Battery Park City,40.70707,-74.01702,$610 
Queens,Ozone Park,40.68287,-73.85981,"$1,088 "
Manhattan,Midtown,40.76276,-73.97652,$260 
Brooklyn,Bedford-Stuyvesant,40.6898,-73.93746,$327 
Manhattan,Upper West Side,40.78017,-73.97574,"$1,109 "
Manhattan,Greenwich Village,40.73499,-73.99254,$776 
Brooklyn,Williamsburg,40.71096,-73.95685,$368 
Manhattan,Nolita,40.72222,-73.99545,$694 
Brooklyn,Bedford-Stuyvesant,40.68881,-73.9497,$582 
Queens,Astoria,40.76145,-73.92273,"$1,160 "
Manhattan,Harlem,40.8117,-73.94563,"$1,053 "
Manhattan,Chelsea,40.74787,-74.00088,$338 
Bronx,Concourse Village,40.82974,-73.92092,$426 
Brooklyn,Bedford-Stuyvesant,40.69264,-73.94267,$287 
Brooklyn,Crown Heights,40.67046,-73.94156,$346 
Manhattan,West Village,40.72989,-74.00541,$572 
Brooklyn,Bedford-Stuyvesant,40.68943,-73.95186,"$1,119 "
Manhattan,Inwood,40.86582,-73.92582,"$1,073 "
Queens,Long Island City,40.75957,-73.92863,$202 
Brooklyn,Bedford-Stuyvesant,40.69059,-73.95602,$130 
Brooklyn,Bedford-Stuyvesant,40.68979,-73.95048,$661 
Manhattan,Hell's Kitchen,40.76276,-73.98942,$202 
Staten Island,West Brighton,40.63215,-74.11403,"$1,036 "
Manhattan,Hell's Kitchen,40.76714,-73.98777,"$1,166 "
Brooklyn,Williamsburg,40.71204,-73.9656,$564 
Brooklyn,Williamsburg,40.71111,-73.96299,$277 
Manhattan,Chelsea,40.74587,-73.99149,$318 
Manhattan,Midtown,40.74949,-73.98277,"$1,009 "
Brooklyn,Red Hook,40.67748,-74.00989,$309 
Bronx,Bronxdale,40.85401,-73.86594,$674 
Manhattan,Harlem,40.80466,-73.95582,$159 
Queens,Jamaica,40.67537,-73.77355,$818 
Brooklyn,Bushwick,40.69935,-73.91332,$150 
Brooklyn,Flatlands,40.62979,-73.94431,"$1,154 "
Brooklyn,Crown Heights,40.66684,-73.94753,"$1,144 "
Queens,St. Albans,40.68461,-73.76899,$564 
Brooklyn,Prospect-Lefferts Gardens,40.65916,-73.95074,$420 
Brooklyn,Crown Heights,40.67415,-73.95627,$325 
Brooklyn,Cypress Hills,40.68004,-73.88709,$599 
Brooklyn,Williamsburg,40.7176,-73.96148,$457 
Brooklyn,Park Slope,40.67634,-73.98311,$605 
Manhattan,Financial District,40.7083,-74.01406,$675 
Manhattan,Harlem,40.82367,-73.93762,$547 
Brooklyn,Sunset Park,40.65651,-74.0029,$814 
Queens,Holliswood,40.72468,-73.76681,$682 
Brooklyn,Greenpoint,40.72596,-73.94643,$855 
Manhattan,Hell's Kitchen,40.76133,-73.99744,"$1,073 "
Manhattan,SoHo,40.72688,-74.0022,$687 
Brooklyn,Sunset Park,40.66303,-73.99431,$323 
Manhattan,Lower East Side,40.71975,-73.98608,$127 
Manhattan,Upper West Side,40.78492,-73.97992,$449 
Queens,Arverne,40.58792,-73.80062,$387 
Bronx,Fordham,40.86533,-73.89713,$449 
Brooklyn,Fort Greene,40.69415,-73.97131,$529 
Brooklyn,Bedford-Stuyvesant,40.68678,-73.94467,$937 
Manhattan,Upper West Side,40.79778,-73.97232,$144 
Brooklyn,Williamsburg,40.70547,-73.93747,$162 
Manhattan,Midtown,40.74371,-73.98454,$525 
Brooklyn,Brooklyn Heights,40.69293,-73.99113,$134 
Brooklyn,Bedford-Stuyvesant,40.68408,-73.95411,"$1,034 "
Queens,Long Island City,40.7579,-73.93052,$332 
Brooklyn,Crown Heights,40.67933,-73.96219,"$1,197 "
Manhattan,Harlem,40.82158,-73.95592,$251 
Manhattan,Murray Hill,40.74968,-73.97665,$273 
Manhattan,East Harlem,40.78762,-73.94303,$647 
Manhattan,Murray Hill,40.74825,-73.97673,$166 
Brooklyn,Sheepshead Bay,40.60892,-73.96221,$771 
Brooklyn,Bedford-Stuyvesant,40.68385,-73.9523,$151 
Brooklyn,Williamsburg,40.70623,-73.92808,$113 
Manhattan,Washington Heights,40.83839,-73.93819,$696 
Manhattan,Hell's Kitchen,40.76338,-73.99552,$683 
Brooklyn,Crown Heights,40.67619,-73.94936,"$1,005 "
Manhattan,Kips Bay,40.7401,-73.98123,$972 
Brooklyn,Bedford-Stuyvesant,40.68237,-73.92258,$936 
Brooklyn,Bensonhurst,40.61238,-73.99805,$995 
Manhattan,Theater District,40.761,-73.98522,$662 
Manhattan,Upper East Side,40.77336,-73.95054,$252 
Manhattan,Midtown,40.75645,-73.97828,$743 
Queens,Ditmars Steinway,40.77021,-73.90947,$183 
Queens,Astoria,40.7656,-73.92293,$551 
Manhattan,East Village,40.72609,-73.98795,$111 
Brooklyn,Bushwick,40.69025,-73.91251,"$1,189 "
Manhattan,Upper East Side,40.76095,-73.96143,"$1,184 "
Queens,Maspeth,40.73834,-73.90774,$74 
Brooklyn,Flatbush,40.63714,-73.95316,$840 
Brooklyn,Bushwick,40.68342,-73.90993,$705 
Manhattan,Murray Hill,40.74438,-73.97365,$63 
Manhattan,Upper East Side,40.77511,-73.9553,$646 
Queens,Ridgewood,40.70512,-73.91386,$263 
Brooklyn,Crown Heights,40.67019,-73.9318,$947 
Brooklyn,East New York,40.67293,-73.89548,$182 
Queens,Forest Hills,40.71871,-73.8532,$293 
Manhattan,Midtown,40.7641,-73.97989,$522 
Brooklyn,Brighton Beach,40.57608,-73.9614,$766 
Brooklyn,East New York,40.67502,-73.89004,$543 
Manhattan,Washington Heights,40.85797,-73.93286,"$1,080 "
Manhattan,Tribeca,40.72125,-74.00691,"$1,008 "
Manhattan,SoHo,40.7249,-74.00105,$653 
Manhattan,Chelsea,40.74348,-73.99365,"$1,121 "
Manhattan,Gramercy,40.73405,-73.98862,$634 
Brooklyn,Williamsburg,40.71435,-73.96336,$855 
Brooklyn,Flatbush,40.64026,-73.95347,$866 
Brooklyn,Sunset Park,40.64487,-74.00893,$826 
Manhattan,Upper East Side,40.77962,-73.95069,$227 
Brooklyn,Williamsburg,40.71411,-73.94402,$752 
Brooklyn,Downtown Brooklyn,40.69569,-73.98249,$499 
Manhattan,Harlem,40.8155,-73.94578,$972 
Brooklyn,Greenpoint,40.72679,-73.94838,$76 
Manhattan,SoHo,40.72058,-73.99807,$653 
Manhattan,Midtown,40.75376,-73.97132,$497 
Brooklyn,Prospect-Lefferts Gardens,40.6552,-73.96063,$276 
Brooklyn,Greenpoint,40.73287,-73.95211,$117 
Brooklyn,Bushwick,40.70342,-73.92829,$344 
Manhattan,Washington Heights,40.83355,-73.93839,$650 
Brooklyn,Manhattan Beach,40.58085,-73.93934,$145 
Manhattan,Kips Bay,40.74018,-73.97962,$536 
Brooklyn,Prospect-Lefferts Gardens,40.66198,-73.95798,$211 
Brooklyn,Crown Heights,40.67843,-73.96385,$453 
Brooklyn,Williamsburg,40.71865,-73.95875,"$1,125 "
Manhattan,Midtown,40.76529,-73.97713,$294 
Brooklyn,Sunset Park,40.65607,-74.00306,$687 
Manhattan,Harlem,40.83185,-73.94806,$874 
Brooklyn,Williamsburg,40.70976,-73.96686,"$1,051 "
Brooklyn,Sunset Park,40.65306,-74.0039,$466 
Brooklyn,Williamsburg,40.7047,-73.94579,$623 
Manhattan,East Harlem,40.80771,-73.94112,$671 
Manhattan,Nolita,40.72275,-73.99558,"$1,060 "
Queens,Whitestone,40.78573,-73.81062,$957 
Brooklyn,Carroll Gardens,40.68342,-73.9912,$121 
Brooklyn,Sunset Park,40.65657,-74.00358,"$1,046 "
Staten Island,St. George,40.6437,-74.07944,$102 
Manhattan,East Harlem,40.79528,-73.94418,$513 
Queens,Ridgewood,40.70703,-73.90907,$202 
Queens,Kew Gardens Hills,40.71785,-73.82066,$999 
Brooklyn,Bushwick,40.69951,-73.91641,$414 
Brooklyn,Fort Greene,40.69404,-73.98067,$332 
Manhattan,Theater District,40.76035,-73.98189,$666 
Manhattan,Kips Bay,40.74385,-73.97827,$426 
Brooklyn,Prospect-Lefferts Gardens,40.65714,-73.95,$712 
Manhattan,East Village,40.72173,-73.98282,$890 
Brooklyn,Prospect Heights,40.67948,-73.96526,$244 
Queens,St. Albans,40.70327,-73.76785,$398 
Brooklyn,Kensington,40.63727,-73.97718,$475 
Brooklyn,Crown Heights,40.67752,-73.96029,$350 
Brooklyn,Williamsburg,40.70778,-73.94884,$309 
Brooklyn,Bath Beach,40.60979,-74.01121,"$1,152 "
Manhattan,Midtown,40.75326,-73.97303,"$1,030 "
Manhattan,Midtown,40.75368,-73.97358,$621 
Manhattan,Midtown,40.75324,-73.97217,$145 
Queens,Woodhaven,40.6922,-73.864,$529 
Queens,Jamaica,40.67627,-73.77059,"$1,170 "
Brooklyn,Cypress Hills,40.68978,-73.87017,$107 
Manhattan,Hell's Kitchen,40.76084,-73.98936,$963 
Brooklyn,Bedford-Stuyvesant,40.68655,-73.94299,$178 
Manhattan,East Village,40.72782,-73.9862,$490 
Manhattan,Upper East Side,40.77799,-73.94935,$751 
Queens,Astoria,40.7591,-73.91525,$973 
Manhattan,Midtown,40.75362,-73.97158,$358 
Manhattan,Midtown,40.7521,-73.972,$230 
Manhattan,Midtown,40.75331,-73.9733,"$1,133 "
Brooklyn,Bedford-Stuyvesant,40.68203,-73.92676,$676 
Manhattan,Washington Heights,40.85842,-73.92928,$740 
Manhattan,Midtown,40.75294,-73.9719,$543 
Manhattan,Midtown,40.75351,-73.97196,$348 
Brooklyn,East Flatbush,40.64383,-73.94902,"$1,105 "
Staten Island,St. George,40.64057,-74.0786,$67 
Manhattan,Hell's Kitchen,40.76615,-73.98408,$747 
Brooklyn,Williamsburg,40.71622,-73.94273,"$1,071 "
Brooklyn,Sheepshead Bay,40.60803,-73.96211,$214 
Manhattan,Chinatown,40.71348,-73.99135,$938 
Brooklyn,Bedford-Stuyvesant,40.69653,-73.94994,"$1,161 "
Manhattan,Midtown,40.75388,-73.97308,$477 
Manhattan,Midtown,40.75344,-73.97207,$575 
Manhattan,SoHo,40.7263,-74.00344,$837 
Manhattan,Midtown,40.75359,-73.97295,$192 
Manhattan,Midtown,40.75375,-73.97295,$212 
Manhattan,Greenwich Village,40.73506,-73.99203,"$1,100 "
Manhattan,Upper West Side,40.79512,-73.9733,$849 
Manhattan,Harlem,40.79992,-73.95502,$838 
Manhattan,Harlem,40.82088,-73.93879,$526 
Brooklyn,Bushwick,40.69555,-73.93069,$886 
Manhattan,Two Bridges,40.71231,-73.99257,$737 
Manhattan,Chinatown,40.7135,-73.99121,$51 
Manhattan,Theater District,40.76093,-73.98327,$718 
Manhattan,Harlem,40.82377,-73.94981,$398 
Manhattan,Hell's Kitchen,40.76027,-73.99826,$406 
Manhattan,Hell's Kitchen,40.76221,-73.99795,$694 
Manhattan,Hell's Kitchen,40.76115,-73.99823,$740 
Manhattan,Hell's Kitchen,40.7619,-73.99819,"$1,178 "
Manhattan,Hell's Kitchen,40.76075,-73.99893,"$1,136 "
Manhattan,Hell's Kitchen,40.7602,-73.998,$884 
Manhattan,Washington Heights,40.8337,-73.9458,$467 
Brooklyn,Williamsburg,40.71958,-73.96123,$304 
Manhattan,Midtown,40.76574,-73.98188,$598 
Manhattan,Midtown,40.7671,-73.98148,$872 
Manhattan,Hell's Kitchen,40.76714,-73.9834,$153 
Manhattan,Midtown,40.76487,-73.98238,$683 
Manhattan,Upper West Side,40.77727,-73.98453,"$1,008 "
Manhattan,Lower East Side,40.72195,-73.98698,$138 
Brooklyn,Bushwick,40.68687,-73.91564,$782 
Brooklyn,Bushwick,40.6883,-73.90596,"$1,130 "
Manhattan,East Harlem,40.79655,-73.93848,$485 
Manhattan,Harlem,40.8014,-73.95793,"$1,049 "
Manhattan,Upper West Side,40.80039,-73.96724,$605 
Brooklyn,Prospect Heights,40.67688,-73.96735,$743 
Brooklyn,Williamsburg,40.71145,-73.95887,$475 
Brooklyn,Carroll Gardens,40.68048,-73.99322,$555 
Manhattan,Upper East Side,40.77341,-73.95025,$960 
Manhattan,Chinatown,40.71333,-73.9916,"$1,002 "
Brooklyn,Prospect-Lefferts Gardens,40.65985,-73.95725,$248 
Brooklyn,Williamsburg,40.71381,-73.93903,$799 
Manhattan,Harlem,40.83014,-73.94656,$791 
Manhattan,Chelsea,40.74381,-73.9923,$525 
Brooklyn,Williamsburg,40.71113,-73.95296,$504 
Manhattan,Midtown,40.75723,-73.96313,$334 
Brooklyn,Greenpoint,40.72342,-73.94838,$388 
Manhattan,Kips Bay,40.74089,-73.98094,$80 
Brooklyn,Bedford-Stuyvesant,40.68137,-73.91359,"$1,098 "
Bronx,North Riverdale,40.90175,-73.89761,$919 
Manhattan,SoHo,40.72575,-74.00128,"$1,029 "
Brooklyn,Sunset Park,40.66198,-73.98964,$822 
Manhattan,Kips Bay,40.74533,-73.9772,$183 
Queens,Springfield Gardens,40.66735,-73.76647,"$1,071 "
Manhattan,Midtown,40.76382,-73.98007,$723 
Brooklyn,Borough Park,40.63561,-73.97961,$911 
Brooklyn,Crown Heights,40.67642,-73.961,$734 
Brooklyn,Gowanus,40.68255,-73.9899,"$1,189 "
Manhattan,West Village,40.73322,-74.00853,$431 
Brooklyn,Bedford-Stuyvesant,40.68303,-73.91238,$491 
Manhattan,Gramercy,40.73402,-73.9862,$864 
Bronx,Woodlawn,40.88253,-73.86951,$164 
Manhattan,Murray Hill,40.74699,-73.97659,$627 
Brooklyn,East Flatbush,40.65141,-73.92512,$933 
Manhattan,Chelsea,40.74853,-73.99593,"$1,138 "
Manhattan,Midtown,40.7536,-73.97306,$116 
Manhattan,East Harlem,40.79523,-73.94278,"$1,054 "
Manhattan,Civic Center,40.71625,-74.00401,$630 
Queens,Woodside,40.74767,-73.90721,"$1,099 "
Brooklyn,Williamsburg,40.71258,-73.95191,$436 
Manhattan,Nolita,40.7215,-73.99395,$771 
Brooklyn,Prospect Heights,40.67431,-73.9651,$799 
Queens,Jamaica,40.67518,-73.78046,$527 
Brooklyn,South Slope,40.66634,-73.98185,$150 
Manhattan,Harlem,40.80594,-73.9454,"$1,126 "
Manhattan,Morningside Heights,40.80751,-73.96619,$987 
Brooklyn,Bushwick,40.69804,-73.92816,"$1,052 "
Manhattan,Lower East Side,40.72203,-73.98986,$243 
Staten Island,St. George,40.64055,-74.0784,$953 
Manhattan,Lower East Side,40.72205,-73.9913,"$1,095 "
Manhattan,Midtown,40.75936,-73.96293,$61 
Manhattan,Lower East Side,40.72342,-73.99108,$833 
Brooklyn,Williamsburg,40.70912,-73.94513,$168 
Manhattan,Midtown,40.7531,-73.97321,$737 
Manhattan,Chinatown,40.71745,-73.99409,$406 
Queens,Astoria,40.75786,-73.92808,$890 
Bronx,Bronxdale,40.85585,-73.86486,$338 
Brooklyn,Flatbush,40.65228,-73.96402,$858 
Brooklyn,Williamsburg,40.71238,-73.96279,$611 
Brooklyn,Bushwick,40.69108,-73.91531,$537 
Manhattan,Washington Heights,40.85679,-73.932,$450 
Bronx,Bronxdale,40.85236,-73.86632,$288 
Brooklyn,Williamsburg,40.7155,-73.95632,$913 
Brooklyn,Park Slope,40.67293,-73.98609,$903 
Brooklyn,Fort Greene,40.68725,-73.97458,$936 
Manhattan,Chinatown,40.7164,-73.99188,$322 
Brooklyn,Crown Heights,40.66631,-73.94764,$430 
Brooklyn,Crown Heights,40.66596,-73.94936,$72 
Manhattan,Gramercy,40.73736,-73.98025,$63 
Manhattan,Midtown,40.75241,-73.97081,"$1,147 "
Manhattan,Financial District,40.70651,-74.00656,"$1,084 "
Queens,Arverne,40.58929,-73.79441,$427 
Brooklyn,Fort Greene,40.68906,-73.97897,$205 
Manhattan,Upper West Side,40.78065,-73.98253,$958 
Manhattan,Chelsea,40.74738,-74.00134,$85 
Manhattan,Harlem,40.82218,-73.94593,$222 
Queens,East Elmhurst,40.75849,-73.87068,$634 
Manhattan,Chelsea,40.74681,-74.00006,"$1,086 "
Brooklyn,Bushwick,40.69003,-73.90891,$470 
Manhattan,Midtown,40.75175,-73.97218,$475 
Brooklyn,Williamsburg,40.70683,-73.94582,"$1,134 "
Manhattan,Chinatown,40.71592,-73.99332,$473 
Manhattan,Upper East Side,40.76952,-73.94892,"$1,052 "
Brooklyn,Bushwick,40.70588,-73.92302,$235 
Queens,Long Island City,40.74569,-73.94684,$362 
Queens,St. Albans,40.70348,-73.76621,$416 
Queens,Maspeth,40.72693,-73.90319,$230 
Queens,Kew Gardens Hills,40.73216,-73.81841,"$1,112 "
Brooklyn,Flatbush,40.64747,-73.96171,"$1,027 "
Brooklyn,Bushwick,40.70191,-73.92298,$58 
Bronx,Norwood,40.8722,-73.87607,$488 
Brooklyn,Williamsburg,40.70879,-73.94937,"$1,044 "
Queens,Woodside,40.74845,-73.89665,$752 
Queens,Sunnyside,40.73922,-73.9265,$829 
Manhattan,Upper West Side,40.78319,-73.97762,$90 
Brooklyn,Williamsburg,40.72049,-73.96027,"$1,002 "
Manhattan,Harlem,40.80869,-73.94205,$249 
Manhattan,Harlem,40.81463,-73.95106,$784 
Brooklyn,Crown Heights,40.677,-73.95923,$351 
Queens,St. Albans,40.70577,-73.75932,$862 
Brooklyn,Windsor Terrace,40.65927,-73.97832,$694 
Queens,Arverne,40.59065,-73.79563,$185 
Manhattan,Chelsea,40.74624,-74.00371,"$1,166 "
Queens,Astoria,40.7687,-73.91975,$211 
